"Time or Position Data [mm, s]",Measured Data [any unit]
0.515999999999998,0.0361720508
0.517000000000003,0.0546451741
0.518000000000001,0.062230305
0.518999999999998,0.0613446087
0.520000000000003,0.0572809912
0.521000000000001,0.0500224461
0.521999999999998,0.0424311644
0.523000000000003,0.043152851
0.524000000000001,0.0419196629
0.524999999999999,0.0331221953
0.526000000000003,0.015244321
0.527000000000001,0.0186685518
0.527999999999999,0.05057596
0.529000000000004,0.0617472641
0.530000000000001,0.0696961779
0.530999999999999,0.053853444
0.531999999999997,0.036859111
0.533000000000001,0.034672792
0.533999999999999,0.0301420846
0.534999999999997,0.0301280271
0.536000000000001,0.0519757547
0.536999999999999,0.0526158453
0.537999999999997,0.0598032328
0.539000000000002,0.0649461659
0.539999999999999,0.0772442876
0.540999999999997,0.0923919685
0.542000000000002,0.0931939354
0.542999999999999,0.0800854726
0.543999999999997,0.0499009381
0.545000000000002,0.0386003762
0.545999999999999,0.041982785
0.546999999999997,0.0481936694
0.548000000000002,0.05036637
0.549,0.0532708086
0.549999999999997,0.0444112065
0.551000000000002,0.0355791934
0.552,0.0297384981
0.552999999999997,0.0422795837
0.554000000000002,0.0382728585
0.555,0.0355735888
0.555999999999997,0.0318624694
0.557000000000002,0.0342993924
0.558,0.0498886169
0.558999999999998,0.0469141593
0.560000000000002,0.0676757788
0.561,0.0771479169
0.561999999999998,0.076707244
0.563000000000002,0.0678072029
0.564,0.0446219592
0.564999999999998,0.0416300247
0.566000000000003,0.0419182106
0.567,0.0532137307
0.567999999999998,0.0548553234
0.569000000000003,0.0494830041
0.57,0.0406231975
0.570999999999998,0.0511069203
0.572000000000003,0.0502820378
0.573,0.0479593522
0.573999999999998,0.0417694446
0.575000000000003,0.0444566644
0.576000000000001,0.0341114386
0.576999999999998,0.0345447482
0.578000000000003,0.0491060627
0.579000000000001,0.0569688702
0.579999999999998,0.06882144
0.581000000000003,0.0557162081
0.582000000000001,0.0426994754
0.582999999999998,0.0296822921
0.584000000000003,0.0378798354
0.585000000000001,0.0298964659
0.585999999999999,0.0369975868
0.587000000000003,0.0380512882
0.588000000000001,0.0361755469
0.588999999999999,0.0404398784
0.590000000000003,0.0442796545
0.591000000000001,0.0497679834
0.591999999999999,0.0546293806
0.593000000000004,0.0415741436
0.594000000000001,0.0306785397
0.594999999999999,0.0300673399
0.595999999999997,0.0363819746
0.597000000000001,0.0495451576
0.597999999999999,0.05921365
0.598999999999997,0.0684980671
0.600000000000001,0.0721315529
0.600999999999999,0.0675280234
0.601999999999997,0.0667969836
0.603000000000002,0.0534423044
0.603999999999999,0.0460037353
0.604999999999997,0.0392183708
0.606000000000002,0.0375283849
0.606999999999999,0.0367836237
0.607999999999997,0.0362039246
0.609000000000002,0.0324038803
0.609999999999999,0.0311210116
0.610999999999997,0.0277385994
0.612000000000002,0.0208196633
0.613,0.0127608628
0.613999999999997,0.0129358821
0.615000000000002,0.0253531987
0.616,0.0407171348
0.616999999999997,0.055066915
0.618000000000002,0.0610093044
0.619,0.0632346245
0.619999999999997,0.0631015207
0.621000000000002,0.0656744589
0.622,0.0605431585
0.622999999999998,0.0595407819
0.624000000000002,0.0460927822
0.625,0.0277899005
0.625999999999998,0.0231272674
0.627000000000002,0.0247043085
0.628,0.0322094529
0.628999999999998,0.041636452
0.630000000000003,0.0468503142
0.631,0.056039109
0.631999999999998,0.0430091183
0.633000000000003,0.0381292236
0.634,0.0620518059
0.634999999999998,0.0644763597
0.636000000000003,0.0687712899
0.637,0.0641915559
0.637999999999998,0.0726096039
0.639000000000003,0.0741001944
0.640000000000001,0.0649517629
0.640999999999998,0.0634728035
0.642000000000003,0.0428938296
0.643000000000001,0.0375643392
0.643999999999998,0.0337330831
0.645000000000003,0.0205602695
0.646000000000001,0.0260382264
0.646999999999998,0.0400115523
0.648000000000003,0.051377898
0.649000000000001,0.0466701948
0.649999999999999,0.0398413829
0.651000000000003,0.03413257
0.652000000000001,0.0348327002
0.652999999999999,0.0415963501
0.654000000000004,0.0453264427
0.655000000000001,0.05127255
0.655999999999999,0.0461362276
0.656999999999997,0.0595995455
0.658000000000001,0.0630785422
0.658999999999999,0.0669072129
0.659999999999997,0.068833201
0.661000000000001,0.0682534517
0.661999999999999,0.0507354386
0.662999999999997,0.0349710935
0.664000000000002,0.031496144
0.664999999999999,0.0239892571
0.665999999999997,0.0316702245
0.667000000000002,0.0430898402
0.667999999999999,0.045015822
0.668999999999997,0.0403971647
0.670000000000002,0.0336134156
0.670999999999999,0.0315455676
0.671999999999997,0.0281816489
0.673000000000002,0.0353081615
0.674,0.0357873385
0.674999999999997,0.0336577818
0.676000000000002,0.0282024283
0.677,0.0347262727
0.677999999999997,0.0522104087
0.679000000000002,0.0566211935
0.68,0.0451676024
0.680999999999997,0.0411293687
0.682000000000002,0.035751693
0.683,0.0273843446
0.683999999999998,0.0260433575
0.685000000000002,0.0251011813
0.686,0.0271671582
0.686999999999998,0.0297930511
0.688000000000002,0.0333814574
0.689,0.0329496411
0.689999999999998,0.0326160953
0.691000000000003,0.0396718298
0.692,0.0317567007
0.692999999999998,0.0281980442
0.694000000000003,0.0235953632
0.695,0.0228820158
0.695999999999998,0.0299302593
0.697000000000003,0.0469759351
0.698,0.0653445352
0.698999999999998,0.0635674187
0.700000000000003,0.0556184984
0.701000000000001,0.0494625041
0.701999999999998,0.0500382394
0.703000000000003,0.0448285773
0.704000000000001,0.0414823586
0.704999999999998,0.0370981181
0.706000000000003,0.0327253729
0.707000000000001,0.0264791286
0.707999999999998,0.028249091
0.709000000000003,0.0340953958
0.710000000000001,0.0369516634
0.710999999999999,0.0332867899
0.712000000000003,0.0148272901
0.713000000000001,7.88319E-05
0.713999999999999,-0.0021521254
0.715000000000003,0.0017959816
0.716000000000001,0.0288227549
0.716999999999999,0.041927162
0.718000000000004,0.0522016541
0.719000000000001,0.0613857198
0.719999999999999,0.0692385281
0.720999999999997,0.0599023561
0.722000000000001,0.0566827208
0.722999999999999,0.0454866638
0.723999999999997,0.0278833302
0.725000000000001,0.0150038078
0.725999999999999,0.011633443
0.726999999999997,0.0226620935
0.728000000000002,0.0316820073
0.728999999999999,0.0291726377
0.729999999999997,0.0276839904
0.731000000000002,0.0253001473
0.731999999999999,0.021166479
0.732999999999997,0.0162640265
0.734000000000002,0.0286748113
0.734999999999999,0.0401177259
0.735999999999997,0.049636533
0.737000000000002,0.0486167057
0.738,0.0413565718
0.738999999999997,0.0435625527
0.740000000000002,0.051120609
0.741,0.0566949294
0.741999999999997,0.0529946462
0.743000000000002,0.0424102144
0.744,0.0262681528
0.744999999999997,0.0190615031
0.746000000000002,0.0190417727
0.747,0.0241976671
0.747999999999998,0.0309808363
0.749000000000002,0.0315919702
0.75,0.0308303379
0.750999999999998,0.0368102213
0.752000000000002,0.0336683878
0.753,0.0353405192
0.753999999999998,0.0345354401
0.755000000000003,0.037290066
0.756,0.0429931397
0.756999999999998,0.0423168052
0.758000000000003,0.0492743877
0.759,0.0567686513
0.759999999999998,0.0542995155
0.761000000000003,0.0443674036
0.762,0.0309531746
0.762999999999998,0.0158836738
0.764000000000003,-0.0002921728
0.765000000000001,0.0046545164
0.765999999999998,0.0078898059
0.767000000000003,0.0154162578
0.768000000000001,0.0270593954
0.768999999999998,0.0283609334
0.770000000000003,0.0204908652
0.771000000000001,0.0094862811
0.771999999999998,0.0063106427
0.773000000000003,0.0099928061
0.774000000000001,0.0149893746
0.774999999999999,0.0109141157
0.776000000000003,0.0128126748
0.777000000000001,0.0252298918
0.777999999999999,0.0446933713
0.779000000000004,0.0538613354
0.780000000000001,0.0521711091
0.780999999999999,0.0470709006
0.781999999999997,0.035555676
0.783000000000001,0.0242448371
0.783999999999999,0.0247129364
0.784999999999997,0.0245387072
0.786000000000001,0.0111384769
0.786999999999999,-0.0007581525
0.787999999999997,0.0054438113
0.789000000000002,0.0077902401
0.789999999999999,0.0055608929
0.790999999999997,0.0097039422
0.792000000000002,0.0073892953
0.792999999999999,-0.0071321655
0.793999999999997,-0.0115313578
0.795000000000002,-0.0127934974
0.795999999999999,-0.0024172539
0.796999999999997,0.0214294651
0.798000000000002,0.0369317767
0.799,0.0445388988
0.799999999999997,0.0380110155
0.801000000000002,0.0351089663
0.802,0.0255985238
0.802999999999997,0.0437127875
0.804000000000002,0.0312644391
0.805,0.0264746306
0.805999999999997,0.0159652417
0.807000000000002,0.0077629027
0.808,0.0128383272
0.808999999999998,0.0243317314
0.810000000000002,0.027755981
0.811,0.0228309951
0.811999999999998,0.0109146242
0.813000000000002,0.0007480322
0.814,-0.0080377494
0.814999999999998,0.0011496606
0.816000000000003,0.0105413259
0.817,0.0165243991
0.817999999999998,0.0209432141
0.819000000000003,0.019270692
0.82,0.0231685563
0.820999999999998,0.0198464635
0.822000000000003,0.0206086002
0.823,0.0106190277
0.823999999999998,0.0012007696
0.825000000000003,-0.0027544206
0.826000000000001,-0.0068248519
0.826999999999998,0.000239713
0.828000000000003,0.0205951711
0.829000000000001,0.0188920685
0.829999999999998,0.0081449709
0.831000000000003,0.0008462055
0.832000000000001,-0.0143350878
0.832999999999998,-0.015705221
0.834000000000003,-0.0229412224
0.835000000000001,-0.0116811248
0.835999999999999,-0.0026386174
0.837000000000003,0.0041024667
0.838000000000001,0.0109779388
0.838999999999999,0.0241016507
0.840000000000003,0.0427743532
0.841000000000001,0.0475822436
0.841999999999999,0.0331879179
